;Auctions;Order;obname;agent;Oid;type;dir;price;quty;validity
279;Auctions;##############################;;;;;;;;
280;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;788.0;-1.0
281;Auctions;Order;lvmh;moha2;14.0;L;A;5.44;47.0;1.0
282;Auctions;##############################;;;;;;;;
283;Auctions;##############################;;;;;;;;
284;Auctions;##############################;;;;;;;;
285;Auctions;##############################;;;;;;;;
286;Auctions;##############################;;;;;;;;
287;Auctions;##############################;;;;;;;;
288;Auctions;##############################;;;;;;;;
289;Auctions;##############################;;;;;;;;
290;Auctions;Order;lvmh;moha1;15.0;L;B;5.12;702.0;1.0
291;Auctions;Order;lvmh;moha2;15.0;L;B;5.12;85.0;2.0
292;Auctions;Order;lvmh;moha;15.0;L;B;5.1;765.0;2.0
293;Auctions;Order;lvmh;saad;6.0;L;B;4.91;1958.0;-1.0
294;Auctions;Order;lvmh;moha3;15.0;L;B;4.9;40.0;2.0
295;Auctions;Order;lvmh;moha;14.0;L;B;4.89;739.0;1.0
296;Auctions;##############################;;;;;;;;
297;Auctions;##############################;;;;;;;;
298;Auctions;##############################;;;;;;;;
299;Auctions;##############################;;;;;;;;
300;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;788.0;-1.0
301;Auctions;Order;lvmh;moha3;16.0;L;A;5.42;82.0;1.0
302;Auctions;##############################;;;;;;;;
303;Auctions;##############################;;;;;;;;
304;Auctions;##############################;;;;;;;;
305;Auctions;##############################;;;;;;;;
306;Auctions;##############################;;;;;;;;
307;Auctions;##############################;;;;;;;;
308;Auctions;##############################;;;;;;;;
309;Auctions;##############################;;;;;;;;
310;Auctions;Order;lvmh;moha2;15.0;L;B;5.12;85.0;1.0
311;Auctions;Order;lvmh;moha;16.0;L;B;5.11;578.0;2.0
312;Auctions;Order;lvmh;moha1;16.0;L;B;5.11;918.0;1.0
313;Auctions;Order;lvmh;moha;15.0;L;B;5.1;765.0;1.0
314;Auctions;Order;lvmh;moha2;16.0;L;B;5.1;42.0;1.0
315;Auctions;Order;lvmh;saad;6.0;L;B;4.91;1958.0;-1.0
316;Auctions;Order;lvmh;moha3;15.0;L;B;4.9;40.0;1.0
317;Auctions;##############################;;;;;;;;
318;Auctions;##############################;;;;;;;;
319;Auctions;##############################;;;;;;;;
320;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;788.0;-1.0
321;Auctions;Order;lvmh;moha2;17.0;L;A;5.42;36.0;2.0
322;Auctions;Order;lvmh;moha3;17.0;L;A;5.43;16.0;2.0
323;Auctions;##############################;;;;;;;;
324;Auctions;##############################;;;;;;;;
325;Auctions;##############################;;;;;;;;
326;Auctions;##############################;;;;;;;;
327;Auctions;##############################;;;;;;;;
328;Auctions;##############################;;;;;;;;
329;Auctions;##############################;;;;;;;;
330;Auctions;Order;lvmh;saad;16.0;L;B;5.05;2976.0;-1.0
331;Auctions;Order;lvmh;saad;6.0;L;B;4.91;1958.0;-1.0
332;Auctions;##############################;;;;;;;;
333;Auctions;##############################;;;;;;;;
334;Auctions;##############################;;;;;;;;
335;Auctions;##############################;;;;;;;;
336;Auctions;##############################;;;;;;;;
337;Auctions;##############################;;;;;;;;
338;Auctions;##############################;;;;;;;;
339;Auctions;##############################;;;;;;;;
340;Auctions;Order;lvmh;moha1;18.0;L;A;5.16;13.0;2.0
341;Auctions;Order;lvmh;moha;18.0;L;A;5.16;928.0;2.0
342;Auctions;Order;lvmh;moha2;18.0;L;A;5.18;29.0;1.0
343;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;788.0;-1.0
344;Auctions;Order;lvmh;moha2;17.0;L;A;5.42;36.0;1.0
345;Auctions;Order;lvmh;moha3;17.0;L;A;5.43;16.0;1.0
346;Auctions;##############################;;;;;;;;
347;Auctions;##############################;;;;;;;;
348;Auctions;##############################;;;;;;;;
349;Auctions;##############################;;;;;;;;
350;Auctions;Order;lvmh;saad;16.0;L;B;5.05;2976.0;-1.0
351;Auctions;Order;lvmh;moha3;18.0;L;B;5.04;18.0;1.0
352;Auctions;Order;lvmh;saad;6.0;L;B;4.91;1958.0;-1.0
353;Auctions;##############################;;;;;;;;
354;Auctions;##############################;;;;;;;;
355;Auctions;##############################;;;;;;;;
356;Auctions;##############################;;;;;;;;
357;Auctions;##############################;;;;;;;;
358;Auctions;##############################;;;;;;;;
359;Auctions;##############################;;;;;;;;
360;Auctions;Order;lvmh;moha1;18.0;L;A;5.16;13.0;1.0
361;Auctions;Order;lvmh;moha;18.0;L;A;5.16;928.0;1.0
362;Auctions;Order;lvmh;moha2;19.0;L;A;5.17;62.0;1.0
363;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;788.0;-1.0
364;Auctions;##############################;;;;;;;;
365;Auctions;##############################;;;;;;;;
366;Auctions;##############################;;;;;;;;
367;Auctions;##############################;;;;;;;;
368;Auctions;##############################;;;;;;;;
369;Auctions;##############################;;;;;;;;
370;Auctions;Order;lvmh;saad;18.0;L;B;4.98;4242.0;-1.0
371;Auctions;Order;lvmh;moha3;19.0;L;B;4.97;55.0;2.0
372;Auctions;Order;lvmh;saad;6.0;L;B;4.91;1958.0;-1.0
373;Auctions;##############################;;;;;;;;
374;Auctions;##############################;;;;;;;;
375;Auctions;##############################;;;;;;;;
376;Auctions;##############################;;;;;;;;
377;Auctions;##############################;;;;;;;;
378;Auctions;##############################;;;;;;;;
379;Auctions;##############################;;;;;;;;
380;Auctions;Order;lvmh;moha3;20.0;L;A;5.18;90.0;2.0
381;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;788.0;-1.0
382;Auctions;##############################;;;;;;;;
383;Auctions;##############################;;;;;;;;
384;Auctions;##############################;;;;;;;;
385;Auctions;##############################;;;;;;;;
386;Auctions;##############################;;;;;;;;
387;Auctions;##############################;;;;;;;;
388;Auctions;##############################;;;;;;;;
389;Auctions;##############################;;;;;;;;
390;Auctions;Order;lvmh;saad;19.0;L;B;4.98;4023.0;-1.0
391;Auctions;Order;lvmh;moha2;20.0;L;B;4.98;23.0;1.0
392;Auctions;Order;lvmh;moha3;19.0;L;B;4.97;55.0;1.0
393;Auctions;Order;lvmh;moha1;20.0;L;B;4.97;632.0;2.0
394;Auctions;Order;lvmh;saad;6.0;L;B;4.91;1958.0;-1.0
395;Auctions;##############################;;;;;;;;
396;Auctions;##############################;;;;;;;;
397;Auctions;##############################;;;;;;;;
398;Auctions;##############################;;;;;;;;
399;Auctions;##############################;;;;;;;;
400;Auctions;Order;lvmh;moha1;21.0;L;A;5.01;416.0;1.0
401;Auctions;Order;lvmh;moha3;20.0;L;A;5.18;90.0;1.0
402;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;788.0;-1.0
403;Auctions;##############################;;;;;;;;
404;Auctions;##############################;;;;;;;;
405;Auctions;##############################;;;;;;;;
406;Auctions;##############################;;;;;;;;
407;Auctions;##############################;;;;;;;;
408;Auctions;##############################;;;;;;;;
409;Auctions;##############################;;;;;;;;
410;Auctions;Order;lvmh;saad;19.0;L;B;4.98;4023.0;-1.0
411;Auctions;Order;lvmh;moha;21.0;L;B;4.98;706.0;2.0
412;Auctions;Order;lvmh;moha2;21.0;L;B;4.98;70.0;1.0
413;Auctions;Order;lvmh;moha1;20.0;L;B;4.97;632.0;1.0
414;Auctions;Order;lvmh;moha3;21.0;L;B;4.96;71.0;1.0
415;Auctions;Order;lvmh;saad;6.0;L;B;4.91;1958.0;-1.0
416;Auctions;##############################;;;;;;;;
417;Auctions;##############################;;;;;;;;
418;Auctions;##############################;;;;;;;;
419;Auctions;##############################;;;;;;;;
420;Auctions;Order;lvmh;bhd;21.0;L;A;5.14;2042.0;-1.0
421;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;788.0;-1.0
422;Auctions;##############################;;;;;;;;
423;Auctions;##############################;;;;;;;;
424;Auctions;##############################;;;;;;;;
425;Auctions;##############################;;;;;;;;
426;Auctions;##############################;;;;;;;;
427;Auctions;##############################;;;;;;;;
428;Auctions;##############################;;;;;;;;
429;Auctions;##############################;;;;;;;;
430;Auctions;Order;lvmh;saad;19.0;L;B;4.98;4023.0;-1.0
431;Auctions;Order;lvmh;moha;21.0;L;B;4.98;706.0;1.0
432;Auctions;Order;lvmh;moha2;22.0;L;B;4.96;65.0;2.0
433;Auctions;Order;lvmh;saad;6.0;L;B;4.91;1958.0;-1.0
434;Auctions;##############################;;;;;;;;
435;Auctions;##############################;;;;;;;;
436;Auctions;##############################;;;;;;;;
437;Auctions;##############################;;;;;;;;
438;Auctions;##############################;;;;;;;;
439;Auctions;##############################;;;;;;;;
440;Auctions;Order;lvmh;bhd;21.0;L;A;5.14;2042.0;-1.0
441;Auctions;Order;lvmh;moha2;23.0;L;A;5.14;97.0;2.0
442;Auctions;Order;lvmh;moha1;23.0;L;A;5.14;892.0;2.0
443;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;788.0;-1.0
444;Auctions;##############################;;;;;;;;
445;Auctions;##############################;;;;;;;;
446;Auctions;##############################;;;;;;;;
447;Auctions;##############################;;;;;;;;
448;Auctions;##############################;;;;;;;;
449;Auctions;##############################;;;;;;;;
450;Auctions;Order;lvmh;saad;19.0;L;B;4.98;4023.0;-1.0
451;Auctions;Order;lvmh;moha3;23.0;L;B;4.97;21.0;1.0
452;Auctions;Order;lvmh;moha;23.0;L;B;4.97;104.0;1.0
453;Auctions;Order;lvmh;moha2;22.0;L;B;4.96;65.0;1.0
454;Auctions;Order;lvmh;saad;6.0;L;B;4.91;1958.0;-1.0
455;Auctions;##############################;;;;;;;;
456;Auctions;##############################;;;;;;;;
457;Auctions;##############################;;;;;;;;
458;Auctions;##############################;;;;;;;;
459;Auctions;##############################;;;;;;;;
460;Auctions;Order;lvmh;bhd;21.0;L;A;5.14;2042.0;-1.0
461;Auctions;Order;lvmh;moha2;23.0;L;A;5.14;97.0;1.0
462;Auctions;Order;lvmh;moha1;23.0;L;A;5.14;892.0;1.0
463;Auctions;Order;lvmh;moha1;24.0;L;A;5.14;42.0;1.0
464;Auctions;Order;lvmh;moha;24.0;L;A;5.15;116.0;1.0
465;Auctions;Order;lvmh;bhd;9.0;L;A;5.42;788.0;-1.0
466;Auctions;##############################;;;;;;;;
467;Auctions;##############################;;;;;;;;
468;Auctions;##############################;;;;;;;;
469;Auctions;##############################;;;;;;;;
470;Auctions;Order;lvmh;saad;19.0;L;B;4.98;4023.0;-1.0
471;Auctions;Order;lvmh;moha3;24.0;L;B;4.98;70.0;1.0
472;Auctions;Order;lvmh;moha2;24.0;L;B;4.97;15.0;1.0
473;Auctions;Order;lvmh;saad;6.0;L;B;4.91;1958.0;-1.0
474;Auctions;##############################;;;;;;;;
475;Auctions;##############################;;;;;;;;
476;Auctions;##############################;;;;;;;;
477;Auctions;##############################;;;;;;;;
478;Auctions;##############################;;;;;;;;
479;Auctions;##############################;;;;;;;;
